ID;aquocode;CASnummer;omschrijving;eenheid;hoedanigheid
1474;secC4yBen;135-98-8;secundair-butylbenzeen;ug/l;NVT
1476;Se;7782-49-2;seleen;ug/l;nf
1479;Si;7440-21-3;silicium;mg/l;NVT
1480;simzne;122-34-9;simazine;ug/l;NVT
1496;Ntot;NVT;stikstof totaal;mg/l;Nnf
1501;Sr;7440-24-6;strontium;ug/l;nf
1503;styrn;100-42-5;styreen;ug/l;NVT
1508;SO4;14808-79-8;sulfaat;mg/l;NVT
1511;S;18496-25-8;sulfide;ug/l;NVT
1515;sulftp;3689-24-5;sulfotep;ug/l;NVT
1518;Ta;7440-25-7;tantalium;ug/l;NVT
1520;Te;13494-80-9;tellurium;ug/l;nf
1521;teldn;297-78-9;telodrin;ug/l;NVT
1522;T;NVT;Temperatuur;Cel;NVT
1524;terbtn;886-50-0;terbutrin;ug/l;NVT
1525;terC4yazne;5915-41-3;terbutylazine;ug/l;NVT
1536;T4ClC2e;127-18-4;tetrachlooretheen (per);ug/l;NVT
1538;T4ClC1a;56-23-5;tetrachloormethaan (tetra);ug/l;NVT
1540;T4Clvfs;961-11-5;tetrachloorvinfos (mixed isomeren);ug/l;NVT
1544;T4Hfrn;109-99-9;tetrahydrofuraan;ug/l;NVT
1546;T4Htofn;110-01-0;tetrahydrothiofeen;ug/l;NVT
1548;T4mtn;7696-12-0;tetramethrin;ug/l;NVT
1553;Tl;7440-28-0;thallium;ug/l;nf
1556;toCN;NVT;thiocyanaat (anion);ug/l;nf
1561;tomtn;640-15-3;thiometon;ug/l;NVT
1563;Th;7440-29-1;thorium;ug/l;nf
1564;Sn;7440-31-5;tin;ug/l;nf
1565;Ti;7440-32-6;titaan;ug/l;nf
1567;tolcfsC1y;57018-04-9;tolclofos-methyl;ug/l;NVT
1568;Tol;108-88-3;tolueen;ug/l;NVT
1572;Canorg;NVT;koolstof anorganisch;mg/l;Cnf
1578;t12DClC2e;156-60-5;trans-1,2-dichlooretheen;ug/l;NVT
1579;t13DClC3e;10061-02-6;trans-1,3-dichloorpropeen;ug/l;NVT
1580;tCldn;5103-74-2;trans-chloordaan;ug/l;NVT
1581;tHpClepO;28044-83-9;trans-heptachloorepoxide;ug/l;NVT
1585;TiC4yPO4;126-71-6;triisobutylfosfaat;ug/l;NVT
1586;Tadmfn;43121-43-3;triadimefon;ug/l;NVT
1589;Tazfs;24017-47-8;triazofos;ug/l;NVT
1590;TBrC1a;75-25-2;tribroommethaan;ug/l;NVT
1591;TC4yPO4;126-73-8;tributylfosfaat;ug/l;NVT
1596;BrTClC1a;75-62-7;broomtrichloormethaan;ug/l;NVT
1598;TClC2e;79-01-6;trichlooretheen (tri);ug/l;NVT
1599;T2ClC2yPO4;115-96-8;tri(2-chloorethyl)fosfaat;ug/l;NVT
1600;sTClFol;NVT;som trichloorfenol-isomeren;ug/l;NVT
1603;TClC3yPO4;13674-84-5;tris(1-chloor-2-propyl)fosfaat;ug/l;NVT
1607;TC2yAe;121-44-8;triethylamine;ug/l;NVT
1609;TC2yPO4;78-40-0;triethylfosfaat;ug/l;NVT
1612;Tfrlne;1582-09-8;trifluraline;ug/l;NVT
1637;U;7440-61-1;uranium;ug/l;nf
1641;vamdton;2275-23-2;vamidothion;ug/l;NVT
1642;V;7440-62-2;vanadium;ug/l;nf
1652;vinczln;50471-44-8;vinclozolin;ug/l;NVT
1654;ClC2e;75-01-4;chlooretheen (vinylchloride);ug/l;NVT
1666;sVOC;NVT;som vluchtige organische verbindingen (GM-MS-screening);ug/l;NVT
1675;sVOX;NVT;som vluchtige organische halogeenverbindingen;ug/l;NVT
1683;H2S;04/06/7783;waterstofsulfide;mg/l;NVT
1685;W;7440-33-7;wolfraam;ug/l;nf
1686;sxyln;NVT;som xyleen-isomeren;ug/l;NVT
1689;Yb;7440-64-4;ytterbium;ug/l;nf
1690;Y;7440-65-5;yttrium;ug/l;nf
1692;Ag;7440-22-4;zilver;ug/l;nf
1693;Zn;7440-66-6;zink;ug/l;nf
1695;Zr;7440-67-7;zirkonium;ug/l;nf
1701;O2;7782-44-7;zuurstof;mg/l;NVT
1711;TClC1a;67-66-3;trichloormethaan (chloroform);ug/l;NVT
1712;TC4ySn;36643-28-4;tributyltin (kation);ug/l;Sn
1714;manb;12427-38-2;maneb;ug/l;NVT
1718;Cloxrn;1982-47-4;chlooroxuron;ug/l;NVT
1803;CO2;124-38-9;kooldioxide;mg/l;NVT
1852;2C2ox2C1yC3a;637-92-3;2-ethoxy-2-methylpropaan;ug/l;NVT
1853;F;16984-48-8;fluoride;mg/l;nf
1869;HF;7664-39-3;waterstoffluoride;ug/l;NVT
1898;lencl;01/08/2164;lenacil;ug/l;NVT
1967;PCB126;57465-28-8;3,3',4,4',5-pentachloorbifenyl;ug/l;NVT
1968;PCB169;32774-16-6;3,3',4,4',5,5'-hexachloorbifenyl;ug/l;NVT
1969;PCB77;32598-13-3;3,3',4,4'-tetrachloorbifenyl;ug/l;NVT
1971;pendmtln;40487-42-1;pendimethalin;ug/l;NVT
1987;Rb;7440-17-7;rubidium;ug/l;nf
2012;thirm;137-26-8;thiram;ug/l;NVT
2031;TROEBHD;NVT;Troebelheid;[NTU];NVT
2146;HxClbtDen;87-68-3;hexachloorbutadieen;ug/l;NVT
2159;dodcBen;123-01-3;dodecylbenzeen;ug/l;NVT
2161;endsfn;115-29-7;endosulfan (som alfa- en beta-isomeer);ug/l;NVT
2220;Cldn;57-74-9;chloordaan;ug/l;NVT
2228;PCDF83;51207-31-9;2,3,7,8-tetrachloordibenzofuraan;ug/l;NVT
2232;cyftn;68359-37-5;cyfluthrin;ug/l;NVT
2233;lcyhltn;91465-08-6;lambda-cyhalothrin;ug/l;NVT
2235;tolfande;731-27-1;tolylfluanide;ug/l;NVT
2294;etnetDol;57-63-6;ethinylestradiol;ug/l;NVT
2295;esTol;50-27-1;estriol;ug/l;NVT
2297;Tadmnl;55219-65-3;triadimenol;ug/l;NVT
2298;tebcnzl;107534-96-3;tebuconazol;ug/l;NVT
2300;imzll;35554-44-0;imazalil;ug/l;NVT
2301;penccrn;66063-05-6;pencycuron;ug/l;NVT
2302;pencnzl;66246-88-6;penconazool;ug/l;NVT
2303;pyrmtnl;53112-28-0;pyrimethanil;ug/l;NVT
2304;abmtne;71751-41-2;abamectine;ug/l;NVT
2305;flutlnl;66332-96-5;flutolanil;ug/l;NVT
2306;imdcpd;138261-41-3;imidacloprid;ug/l;NVT
2307;metocb;2032-65-7;methiocarb;ug/l;NVT
2308;DEET;134-62-3;diethyltoluamide;ug/l;NVT
2313;oestn;53-16-7;oestron;ug/l;NVT
2314;17bestDol;50-28-2;17beta-estradiol;ug/l;NVT
2361;prosfcb;52888-80-9;prosulfocarb;ug/l;NVT
2362;fenmdn;161326-34-7;fenamidon;ug/l;NVT
2363;flurOxpr;69377-81-7;fluroxypyr;ug/l;NVT
2364;4C9yFol;104-40-5;4-nonylfenol;ng/l;NVT
2366;4ttC8yFol;140-66-9;4-tertiair-octylfenol;ug/l;NVT
2412;4CPA;122-88-3;4-chloorfenoxyazijnzuur;ug/l;NVT
2447;toDcb;59669-26-0;thiodicarb;ug/l;NVT
2450;Tcpr;55335-06-3;triclopyr;ug/l;NVT
2451;fenrn;101-42-8;fenuron;ug/l;NVT
2452;ClOxnl;1891-95-8;chlooroxynil;ug/l;NVT
2453;C1ymsfrn;74223-64-6;methyl-metsulfuron;ug/l;NVT
2454;tefbzrn;83121-18-0;teflubenzuron;ug/l;NVT
2455;dodne;03/10/2439;dodine;ug/l;NVT
2461;HTI;28343-61-5;4-hydroxy-2,5,6-trichloorisoftalonitril;ug/l;NVT
2462;cycxdm;101205-02-1;cycloxydim;ug/l;NVT
2463;bezafbt;41859-67-0;bezafibraat;ug/l;NVT
2464;clofbnzr;882-09-7;clofibrinezuur;ug/l;NVT
2465;cloxclne;61-72-3;cloxacilline;ug/l;NVT
2466;Dclofnc;15307-86-5;diclofenac;ug/l;NVT
2467;Dcloxclne;3116-76-5;dicloxacilline;ug/l;NVT
2468;fenpfn;31879-05-7;fenoprofen;ug/l;NVT
2469;gemfbzl;25812-30-0;gemfibrozil;ug/l;NVT
2470;ibpfn;15687-27-1;ibuprofen;ug/l;NVT
2471;indmtcne;53-86-1;indometacine;ug/l;NVT
2472;ketpfn;22071-15-4;ketoprofen;ug/l;NVT
2473;nafclne;147-52-4;nafcilline;ug/l;NVT
2474;napxn;22204-53-1;naproxen;ug/l;NVT
2475;sulfmtoazl;723-46-6;sulfamethoxazol;ug/l;NVT
2476;tolfAezr;13710-19-5;tolfenaminezuur;ug/l;NVT
2477;clofbt;637-07-0;clofibraat;ug/l;NVT
2478;cycffAd;50-18-0;cyclofosfamide;ug/l;NVT
2479;dapsn;80-08-0;dapson;ug/l;NVT
2480;ertmcne;114-07-8;erytromycine;ug/l;NVT
2481;fenzn;60-80-0;fenazon (antipyrine);ug/l;NVT
2482;fenfbt;49562-28-9;fenofibraat;ug/l;NVT
2483;fentrl;13392-18-2;fenoterol;ug/l;NVT
2484;lincmcne;154-21-2;lincomycine;ug/l;NVT
2485;metpll;51384-51-1;metoprolol;ug/l;NVT
2486;monsn;17090-79-8;monensin;ug/l;NVT
2488;poxflne;06/05/6493;pentoxifylline;ug/l;NVT
2489;primdn;125-33-7;primidon;ug/l;NVT
2490;progtrn;57-83-0;progesteron;ug/l;NVT
2491;propnll;525-66-6;propranolol;ug/l;NVT
2492;roxtmcne;80214-83-1;roxitromycine;ug/l;NVT
2493;spirmcne;8025-81-8;spiramycine (I+II+III);ug/l;NVT
2494;sulfdmdne;57-68-1;sulfadimidine;ug/l;NVT
2495;tiamlne;55297-95-5;tiamuline;ug/l;NVT
2496;Tmtpm;738-70-5;trimethoprim;ug/l;NVT
2497;Clafncl;56-75-7;chlooramfenicol;ug/l;NVT
2498;Oaclne;66-79-5;oxacilline;ug/l;NVT
2499;Aofnzn;58-15-1;aminofenazon;ug/l;NVT
2710;PCB167;52663-72-6;2,3',4,4',5,5'-hexachloorbifenyl;ug/l;NVT
2711;PCB123;65510-44-3;2,3',4,4',5'-pentachloorbifenyl;ug/l;NVT
2712;PCB157;69782-90-7;2,3,3',4,4',5'-hexachloorbifenyl;ug/l;NVT
2713;PCB81;70362-50-4;3,4,4',5-tetrachlorobifenyl;ug/l;NVT
2714;PCB114;74472-37-0;2,3,4,4',5-pentachloorbifenyl;ug/l;NVT
2721;PCB189;39635-31-9;2,3,3',4,4',5,5 '-heptachlorobifenyl;ug/l;NVT
2806;123benztazl;95-14-7;1,2,3-benzotriazool;ug/l;NVT
2817;134DClFy3C1y;3567-62-2;1-(3,4-dichloorfenyl)-3-methylureum;ug/l;NVT
2818;134DClFyurum;08/02/2327;1-(3,4-dichloorfenyl)ureum;ug/l;NVT
2822;13DactBen;6781-42-6;1,3-diacetylbenzeen;ug/l;NVT
2829;14DactBen;1009-61-6;1,4-diacetylbenzeen;ug/l;NVT
2841;14DOxan;123-91-1;1,4-dioxaan;mg/l;NVT
2856;1C3ol2ClPO4;6145-73-9;1-propanol-2-chloorfosfaat;ug/l;NVT
2881;22DClppozr;75-99-0;2,2-dichloorpropionzuur;ug/l;NVT
2882;2345T4ClAn;634-83-3;2,3,4,5-tetrachlooraniline;ug/l;NVT
2885;2356T4ClAn;3481-20-7;2,3,5,6-tetrachlooraniline;ug/l;NVT
2886;235TClAn;18487-39-3;2,3,5-trichlooraniline;ug/l;NVT
2897;246TBrFol;118-79-6;2,4,6-tribroomfenol;ug/l;NVT
2925;25811T4OaC12;112-49-2;2,5,8,11-tetraoxadodecaan;ug/l;NVT
2935;26DC2yAn;579-66-8;2,6-diethylaniline;ug/l;NVT
2944;26xyldne;87-62-7;2,6-xylidine;ug/l;NVT
2950;2Aoactfnn;551-93-9;2-aminoacetofenon;ug/l;NVT
2956;2C1ox2C1yC4a;994-05-8;2-methoxy-2-methylbutaan;ug/l;NVT
2966;2C1ybztazl;120-75-2;2-methylbenzothiazool;ug/l;NVT
2971;2C1ytobztazl;615-22-5;2-methylthiobenzothiazool;ug/l;NVT
2999;2HOxatzne;2163-68-0;2-hydroxyatrazine;ug/l;NVT
3000;2HOxbenztazl;934-34-9;2-hydroxybenzothiazol;ug/l;NVT
3054;4Aoatprne;83-07-8;4-aminoantipyrine;ug/l;NVT
3122;acdne;260-94-6;acridine;ug/l;NVT
3127;acnfn;74070-46-5;aclonifen;ug/l;NVT
3131;acsfmeK;55589-62-3;acesulfame K;ug/l;NVT
3135;actmpd;135410-20-7;acetamiprid;ug/l;NVT
3136;actsfmtozl;21312-10-7;acetylsulfamethoxazol;ug/l;NVT
3164;amdsfrn;120923-37-7;amidosulfuron;ug/l;NVT
3165;amdTzinzr;117-96-4;amidotrizoïnezuur;ug/l;NVT
3169;amxclne;26787-78-0;amoxicilline;ng/l;NVT
3175;Aocb;2032-59-9;aminocarb;ug/l;NVT
3181;asprne;50-78-2;aspirine;ug/l;NVT
3186;atnll;29122-68-7;atenolol;ug/l;NVT
3189;atvttne;134523-00-5;atorvastatine;ug/l;NVT
3192;azacnzl;60207-31-0;azaconazool;ug/l;NVT
3195;azmtfs;35575-96-3;azamethifos;ug/l;NVT
3196;azoxsbn;131860-33-8;azoxystrobin;ug/l;NVT
3198;aztmcne;83905-01-5;azitromycine;ug/l;NVT
3203;bapOxT4ccne;18751-99-0;beta-apo-oxytetracycline;ug/l;NVT
3209;befbtAd;113614-08-7;beflubutamide;ug/l;NVT
3213;benfn;1861-40-1;benefin;ug/l;NVT
3218;bentavlcbiC3;177406-68-7;benthiavalicarb-isopropyl;ug/l;NVT
3261;bis2C1oxC2yE;111-96-6;bis(2-methoxyethyl)ether;ug/l;NVT
3266;bispll;66722-44-9;bisoprolol;ug/l;NVT
3268;bittnl;55179-31-2;bitertanol;ug/l;NVT
3272;boscld;188425-85-6;boscalid;ug/l;NVT
3318;C1oxfnzde;161050-58-4;methoxyfenozide;ug/l;NVT
3331;C1ydesFyClid;17254-80-7;methyl-desfenylchloridazon;ug/l;NVT
3346;C2oxsfrn;126801-58-9;ethoxysulfuron;ug/l;NVT
3380;carbmzpne;298-46-4;carbamazepine;ug/l;NVT
3384;carbtAd;16118-49-3;carbetamide;ug/l;NVT
3386;carftznC2y;128639-02-1;carfentrazon-ethyl;ug/l;NVT
3398;cefrxm;55268-75-2;cefuroxim;ug/l;NVT
3434;cindnC2y;142891-20-1;cinidon-ethyl;ug/l;NVT
3436;cipfxcne;85721-33-1;ciprofloxacine;ug/l;NVT
3448;clartmcne;81103-11-9;claritromycine;ug/l;NVT
3463;clindmcne;18323-44-9;clindamycine;ug/l;NVT
3466;clodnfppgl;105512-06-9;clodinafop-propargyl;ug/l;NVT
3468;clomzn;81777-89-1;clomazon;ug/l;NVT
3472;clotandne;210880-92-5;clothianidine;ug/l;NVT
3473;clotmzl;23593-75-1;clotrimazol;ug/l;NVT
3474;clozpne;5786-21-0;clozapine;ug/l;NVT
3481;ClT4ccne;57-62-5;chloortetracycline;ug/l;NVT
3486;clxlnl;88-04-0;chloorxylenol;ug/l;NVT
3504;cortsn;53-06-5;cortison;ug/l;NVT
3521;cumHpO;80-15-9;cumeen hydroperoxide;ug/l;NVT
3528;cyazfAd;120116-88-3;cyazofamide;ug/l;NVT
3537;cypcnzl;94361-06-5;cyproconazool;ug/l;NVT
3538;cypdnl;121552-61-2;cyprodinil;ug/l;NVT
3542;cyrmzne;66215-27-8;cyromazine;ug/l;NVT
3548;GELDHD;NVT;Geleidendheid;mS/m;25oC
3551;damnzde;1596-84-5;daminozide;ug/l;NVT
3575;DC1ySO4;77-78-1;dimethylsulfaat;ug/l;NVT
3586;DccC6yFt;84-61-7;dicyclohexylftalaat;ug/l;NVT
3612;desC2ysC4yat;37019-18-4;desethylsebutylazine;ug/l;NVT
3614;desC2ytC4yaz;30125-63-4;desethylterbutylazine;ug/l;NVT
3615;desFyClidzn;6339-19-1;desfenylchloridazon;ug/l;NVT
3616;desmdfm;13684-56-5;desmedifam;ug/l;NVT
3622;dexmtsn;50-02-2;dexamethason;ug/l;NVT
3624;Dffncn;83164-33-4;diflufenican;ug/l;NVT
3627;Dfncnzl;119446-68-3;difenoconazool;ug/l;NVT
3628;Dfnxrn;14214-32-5;difenoxuron;ug/l;NVT
3644;Dikglc;18467-77-1;dikegulac;ug/l;NVT
3650;DMST;66840-71-9;4-dimethylaminosulfotoluidide;ug/l;NVT
3651;DmtAd;87674-68-8;dimethenamide;ug/l;NVT
3652;DmtCl;50563-36-5;dimethachloor;ug/l;NVT
3653;DmTdzl;551-92-8;dimetridazol;ug/l;NVT
3654;Dmtmf;110488-70-5;dimethomorf;ug/l;NVT
3655;DmtnmdP;163515-14-8;dimethenamid-P;ug/l;NVT
3668;dodmf;1593-77-7;dodemorf;ug/l;NVT
3672;doxccne;564-25-0;doxycycline;ng/l;NVT
3675;Dpyrdml;58-32-2;dipyridamol;ug/l;NVT
3676;DqBr;85-00-7;diquatdibromide;ug/l;NVT
3692;Dtann;3347-22-6;dithianon;ug/l;NVT
3695;DTPA;67-43-6;di-ethyleentriaminepentaazijnzuur (DTPA);ug/l;NVT
3705;emmtn;119791-41-2;emamectin;ug/l;NVT
3712;enlpl;75847-73-3;enalapril;ug/l;NVT
3713;enrfxcne;93106-60-6;enrofloxacine;ug/l;NVT
3718;epxcnzl;133855-98-8;epoxiconazool;ug/l;NVT
3719;Er;7440-52-0;erbium;ug/l;nf
3723;esfvlrt;66230-04-4;esfenvaleraat;ug/l;NVT
3727;etdmrn;30043-49-3;ethidimuron;ug/l;NVT
3732;etofcbsfn;53380-23-7;ethiofencarbsulfon;ug/l;NVT
3733;etofcbSO;53380-22-6;ethiofencarbsulfoxide;ug/l;NVT
3739;etxzl;153233-91-1;etoxazool;ug/l;NVT
3740;Eu;7440-53-1;europium;ug/l;nf
3751;famxdne;131807-57-3;famoxadone;ug/l;NVT
3761;fenbtSnO;13356-08-6;fenbutatinoxide;ug/l;NVT
3762;fenfbnzr;42017-89-0;fenofibrinezuur;ug/l;NVT
3764;fenhxAd;126833-17-8;fenhexamide;ug/l;NVT
3765;fenmdfm;13684-63-4;fenmedifam;ug/l;NVT
3768;fenOxcb;72490-01-8;fenoxycarb;ug/l;NVT
3771;fenppmf;67564-91-4;fenpropimorf;ug/l;NVT
3786;fipnl;120068-37-3;fipronil;ug/l;NVT
3793;floncmd;158062-67-0;flonicamid;ug/l;NVT
3794;florfncl;76639-94-6;florfenicol;ug/l;NVT
3797;fluazfC4y;69806-50-4;fluazifop-butyl;ug/l;NVT
3798;fluazfPC4y;79241-46-6;fluazifop-P-butyl;ug/l;NVT
3808;fludoxnl;131341-86-1;fludioxonil;ug/l;NVT
3812;flumoxzn;103361-09-7;flumioxazin;ug/l;NVT
3813;flumqne;42835-25-6;flumequine;ug/l;NVT
3816;fluopclde;239110-15-7;fluopicolide;ug/l;NVT
3818;fluoxsbn;193740-76-0;fluoxastrobin;ug/l;NVT
3819;fluoxtne;54910-89-3;fluoxetine;ug/l;NVT
3829;flurslm;145701-23-1;florasulam;ug/l;NVT
3836;forasfrn;173159-57-4;foramsulfuron;ug/l;NVT
3845;fostazt;98886-44-3;fosthiazaat;ug/l;NVT
3854;fursmde;54-31-9;furosemide;ug/l;NVT
3855;furzldn;67-45-8;furazolidon;ug/l;NVT
3857;gabptne;60142-96-3;gabapentine;ug/l;NVT
3877;glufsnt;51276-47-2;glufosinaat;ug/l;NVT
3878;glufsntNH4;77182-82-2;glufosinaat-ammonium;ug/l;NVT
3886;KLEUR;NVT;Kleur;1;NVT
3895;L_PFBS;375-73-5;perfluorbutaansulfonzuur;ug/l;NVT
3896;H3;10028-17-8;tritium;1;TU
3898;L_PFDS;335-77-3;perfluor-1-decaansulfonzuur;ug/l;NVT
3903;halOxfC1y;69806-40-2;haloxyfop-methyl;ug/l;NVT
3906;halOxfPC1y;72619-32-0;haloxyfop-P-methyl;ug/l;NVT
3928;HCltazde;58-93-5;hydrochloorthiazide;ug/l;NVT
3931;L_PFHpS;375-92-8;perfluor-1-heptaansulfonzuur;ug/l;NVT
3932;L_PFHxS;355-46-4;perfluorhexaansulfonzuur;ug/l;NVT
3935;hextazx;78587-05-0;hexythiazox;ug/l;NVT
3936;Hf;7440-58-6;hafnium;ug/l;NVT
3942;HHCB;1222-05-5;hexahydrohexamethylcyclopentabenzopyran (HHCB);ug/l;NVT
3946;Ho;7440-60-0;holmium;ug/l;nf
3976;iC3yantnlAd;30391-89-0;isopropylanthranilamide;ug/l;NVT
3981;iClidzn;162354-96-3;isochloridazon;ug/l;NVT
3984;iffAd;3778-73-2;ifosfamide;ug/l;NVT
4010;iOaftl;141112-29-0;isoxaflutool;ug/l;NVT
4018;Ir;7439-88-5;iridium;ug/l;NVT
4023;irbstan;138402-11-6;irbesartan;ug/l;NVT
4027;IsfrnC1y;144550-06-1;jodosulfuron-methyl;ug/l;NVT
4030;isxbn;82558-50-7;isoxaben;ug/l;NVT
4035;ivmctne;70288-86-7;ivermectine;ug/l;NVT
4040;johxl;66108-95-0;johexol;ug/l;NVT
4041;jompl;78649-41-9;jomeprol;ug/l;NVT
4042;jopmde;73334-07-3;jopromide;ug/l;NVT
4043;jopmdl;60166-93-0;jopamidol;ug/l;NVT
4044;jopninzr;96-83-3;jopanoïnezuur;ug/l;NVT
4045;jotlmnzr;2276-90-6;jotalaminezuur;ug/l;NVT
4046;joxgnzr;59017-64-0;joxaglinezuur;ug/l;NVT
4047;joxtlmnzr;28179-44-4;joxitalaminezuur;ug/l;NVT
4063;kresOxmC1y;143390-89-0;kresoxim-methyl;ug/l;NVT
4064;NKj;NVT;stikstof Kjeldahl;mg/l;NVT
4077;landn;12407-86-2;landrin;ug/l;NVT
4088;levtrctm;102767-28-2;levetiracetam;ug/l;NVT
4093;lidcine;137-58-6;lidocaïne;ug/l;NVT
4096;lostan;114798-26-4;losartan;ug/l;NVT
4098;Lu;7439-94-3;lutetium;ug/l;nf
4104;lufnrn;103055-07-8;lufenuron;ug/l;NVT
4110;mAh;108-62-3;metaldehyde;ug/l;NVT
4112;malinhdzde;123-33-1;maleinehydrazide;ug/l;NVT
4117;mandppAd;374726-62-2;mandipropamide;ug/l;NVT
4133;mebdzl;31431-39-7;mebendazol;ug/l;NVT
4137;mecppP;16484-77-8;mecoprop-P;ug/l;NVT
4143;mefpDC2y;135590-91-9;mefenpyr-diethyl;ug/l;NVT
4151;mesnl;72-33-3;mestranol;ug/l;NVT
4152;messfrnC1y;208465-21-8;mesosulfuron-methyl;ug/l;NVT
4153;meston;104206-82-8;mesotrion;ug/l;NVT
4156;metcnzl;125116-23-6;metconazool;ug/l;NVT
4157;metfmne;657-24-9;metformine;ug/l;NVT
4158;metfnn;220899-03-6;metrafenon;ug/l;NVT
4159;metNa;137-42-8;metham-natrium;ug/l;NVT
4160;metndzl;443-48-1;metronidazol;ug/l;NVT
4162;metrm;9006-42-2;metiram;ug/l;NVT
4188;Ptot;NVT;fosfor totaal;mg/l;Pnf
4230;nappAd;15299-99-7;napropamide;ug/l;NVT
4254;nicsfrn;111991-09-4;nicosulfuron;ug/l;NVT
4278;norfxcne;70458-96-7;norfloxacine;ug/l;NVT
4301;Oasfrn;144651-06-9;oxasulfuron;ug/l;NVT
4310;ofxcne;82419-36-1;ofloxacine;ng/l;NVT
4322;Os;02/04/7440;osmium;ug/l;NVT
4333;sct13DClC3e;NVT;som cis- en trans-1,3-dichloorpropeen;ug/l;NVT
4336;OxT4ccne;6153-64-6;oxytetracycline;ug/l;NVT
4337;oxzpm;604-75-1;oxazepam;ug/l;NVT
4344;pacbtzl;76738-62-0;paclobutrazol;ug/l;NVT
4347;parctml;103-90-2;paracetamol;ug/l;NVT
4349;paroetne;61869-08-7;paroxetine;ug/l;NVT
4350;paroonC1y;950-35-6;paraoxon-methyl;ug/l;NVT
4351;paroonC2y;311-45-5;paraoxon-ethyl;ug/l;NVT
4437;PFBA;375-22-4;perfluorbutaanzuur;ug/l;NVT
4438;PFDA;335-76-2;perfluordecaanzuur;ug/l;NVT
4439;PFDoA;307-55-1;perfluordodecaanzuur;ug/l;NVT
4440;PFHpA;375-85-9;perfluorheptaanzuur;ug/l;NVT
4441;PFHxA;307-24-4;perfluorhexaanzuur;ug/l;NVT
4442;PFNA;375-95-1;perfluornonaanzuur;ug/l;NVT
4443;PFOA;335-67-1;perfluoroctaanzuur;ug/l;NVT
4445;PFOS;1763-23-1;perfluoroctaansulfonzuur (lineair);ug/l;NVT
4446;PFOSA;754-91-6;perfluoroctaansulfonamide;ug/l;NVT
4448;PFPA;2706-90-3;perfluorpentaanzuur;ug/l;NVT
4449;PFTDA;72629-94-8;perfluortridecaanzuur;ug/l;NVT
4450;PFTeDA;376-06-7;perfluortetradecaanzuur;ug/l;NVT
4451;PFUdA;2058-94-8;perfluorundecaanzuur;ng/l;NVT
4459;pinadn;243973-20-8;pinoxaden;ug/l;NVT
4461;pipprn;1893-33-0;pipamperon;ug/l;NVT
4482;pqtDCl;1910-42-5;paraquat-dichloride;ug/l;NVT
4483;sftalt;NVT;som ftalaten;ug/l;NVT
4485;pravstne;81093-37-0;pravastatine;ug/l;NVT
4486;sgewbsmmdln;NVT;som gewasbeschermingsmiddelen (BKMW);ug/l;NVT
4494;propfnzn;479-92-5;propyfenazon;ug/l;NVT
4507;prosfrn;94125-34-5;prosulfuron;ug/l;NVT
4510;protocnzl;178928-70-6;prothioconazool;ug/l;NVT
4521;pymtzne;123312-89-0;pymetrozine;ug/l;NVT
4524;pyrcsbn;175013-18-0;pyraclostrobin;ug/l;NVT
4527;pyrdt;55512-33-9;pyridaat;ug/l;NVT
4529;pyrffnC2y;129630-19-9;pyraflufen-ethyl;ug/l;NVT
4530;pyrfnx;88283-41-4;pyrifenox;ug/l;NVT
4533;pyrpxfn;95737-68-1;pyriproxyfen;ug/l;NVT
4535;pyrslm;422556-08-9;pyroxsulam;ug/l;NVT
4539;quetpne;111974-69-7;quetiapine;ug/l;NVT
4540;quincmn;2797-51-5;quinoclamin;ug/l;NVT
4543;quinmrc;90717-03-6;quinmerac;ug/l;NVT
4546;quizlfC2y;76578-14-8;quizalofop-ethyl;ug/l;NVT
4559;Re;7440-15-5;renium;ug/l;NVT
4570;rimsfrn;122931-48-0;rimsulfuron;ug/l;NVT
4574;rondzl;7681-76-7;ronidazol;ug/l;NVT
4577;Ru;7440-18-8;ruthenium;ug/l;NVT
4589;salbtml;18559-94-9;salbutamol;ug/l;NVT
4590;salczr;69-72-7;salicylzuur;ug/l;NVT
4654;siltofm;175217-20-6;silthiofam;ug/l;NVT
4656;SiO2;14808-60-7;siliciumdioxide;mg/l;NVT
4667;SmtlCl;87392-12-9;S-metolachloor;ug/l;NVT
4675;sotll;3930-20-9;sotalol;ug/l;NVT
4735;sulcton;99105-77-8;sulcotrion;ug/l;NVT
4736;sulfClprdzne;80-32-0;sulfachloorpyridazine;ug/l;NVT
4737;sulfdazne;68-35-9;sulfadiazine;ug/l;NVT
4738;sulfdmtoxne;122-11-2;sulfadimethoxine;ug/l;NVT
4740;sulfmrzn;127-79-7;sulfamerazin;ug/l;NVT
4742;sulfprdne;144-83-2;sulfapyridine;ug/l;NVT
4743;sulfqoxlne;59-40-5;sulfaquinoxaline;ug/l;NVT
4760;T4ccne;60-54-8;tetracycline;ng/l;NVT
4765;T4Hflmde;1469-48-3;tetrahydroftaalimide;ug/l;NVT
4770;tabdzl;148-79-8;thiabendazol;ug/l;NVT
4773;Talt;2303-17-5;triallaat;ug/l;NVT
4775;tamxfn;10540-29-1;tamoxifen;ug/l;NVT
4777;Tasfrn;82097-50-5;triasulfuron;ug/l;NVT
4780;Tazmt;112143-82-5;triazamaat;ug/l;NVT
4781;Tb;7440-27-9;terbium;ug/l;nf
